startsumma,häst,startpoäng,ålder,kön,tränare,tränarkön,tjänat_innev_år,proffs_amatör,id
500,A Perfect Lady,5,3,s,Oscarsson Jim (Kr),0,500,1,2452
500,Aperfecthoney,5,3,s,Oscarsson Jim (Kr),0,500,1,2453
500,Mamaneedshismoney,5,3,v,Oscarsson Jim (Kr),0,500,1,2454
500,Finndals Hunter,5,4,v,Persson Håkan K (Hd),0,500,1,2455
500,Cornerstone,5,3,h,Riordan Jerry (Hd),0,0,1,2456
500,Henning Silvåkra,5,5,v,Robertsson Niklas (Kr),0,500,1,2457
500,Goldfinger Shadow (DK),5,3,h,Samuelsson Ola (J),0,500,1,2458
500,Zinfandel,5,3,h,Samuelsson Ola (J),0,500,1,2459
500,Tourzo Power,5,4,v,Stenströmer Ulf (Ax),0,500,1,2460
500,Bela Bunda,5,3,s,Söderström Carlos (Å),0,500,1,2461
500,Machi,5,4,s,Untersteiner Peter (Hd),0,0,1,2462
500,Västerbo Susanne,5,5,s,Enocson Janna (Ti),0,0,0,2463
500,Professor,5,4,v,Fransson Anett (Kr),1,500,0,2464
500,Morris Koea,5,5,s,Johansson Kent-Olle (J),0,0,0,2465
500,Alba Bella,5,5,s,Åkerblom Solbritt (J),1,500,0,2466
500,Montana Gertorp,5,5,s,Andersson Tomas S (Ax),0,0,0,2467
500,GKDelta,5,4,s,Bradley Tommy (Kr),0,0,0,2468
500,Ianthin GC,5,3,h,Carre Jonathan (Å),0,500,0,2469
500,Maharani Bell,5,4,s,Järpedal Lars (Å),0,0,0,2470
500,Altezza Reale,5,3,s,Knight Anna-Karin (Å),1,500,0,2471
500,Qrille Vitte,5,7,v,Larsson Leif (Å),0,0,0,2472
500,Ready to Go,5,4,v,Larsson Pernilla (Hd),1,0,0,2473
500,Silpinge Jasmin,5,5,s,Magnusson Olof (Ti),0,0,0,2474
500,Intouchable Oradel (FR),5,3,v,Månsson Evelina (Å),1,500,0,2475
500,See You McAllan,5,3,v,Möller Bengt-Olle (Ti),0,500,0,2476
500,SSchwarz,5,4,v,Nilsson Ann-Sofie (Ti),1,0,0,2477
500,African Coco,5,8,v,Olsson Mikael (Kr),0,0,0,2478
500,White Heart Lane,5,4,s,Prytz Lars-Erik (Ax),0,500,0,2479
500,Barefoot Bubbly,5,4,v,Rosenberg Maria (Kr),1,0,0,2480
500,My Little Harry,5,7,v,Skön Heidi (Hd),1,0,0,2481
500,Rekord Sune,5,4,v,Steffensen Fredrik (Å),0,0,0,2482
500,Quarter Past Four,5,4,v,Thorson Olof (Å),0,500,0,2483
0,High Power FR* (FR),0,4,h,Malmqvist Tomas (J),0,0,1,2484
0,Sandsjöns Casino,0,9,v,von Dabrowski Andre (J),0,0,1,2485
0,Blackberry Ås (US),0,8,s,Gahlin Svante (Kr),0,0,0,2486
0,Panzar,0,9,v,Johansson Morgan (Ax),0,0,0,2487
0,Biver Photo (DK),0,8,v,Andersson Ulrika (Hd),1,0,0,2488
0,Elegant Band,0,11,s,Augustsson Marie (Hd),1,0,0,2489
0,Simb Jackson,0,12,v,Carlsson Marcus (Kr),0,0,0,2490
0,Bigtime Secret,0,8,h,Kiste Lina (J),1,0,0,2491
0,Graceful (DE),0,10,s,Sjöberg Madeleine (Kr),1,0,0,2492
